review_emotion	_review_score	_review_score_source	segment_id	unit	doc_id	token_count	lexical_token_count	emotion_anger_count	emotion_anger_per_1k	emotion_anger_prop	intensity_anger_mean	emotion_anticipation_count	emotion_anticipation_per_1k	emotion_anticipation_prop	intensity_anticipation_mean	emotion_disgust_count	emotion_disgust_per_1k	emotion_disgust_prop	intensity_disgust_mean	emotion_fear_count	emotion_fear_per_1k	emotion_fear_prop	intensity_fear_mean	emotion_joy_count	emotion_joy_per_1k	emotion_joy_prop	intensity_joy_mean	emotion_sadness_count	emotion_sadness_per_1k	emotion_sadness_prop	intensity_sadness_mean	emotion_surprise_count	emotion_surprise_per_1k	emotion_surprise_prop	intensity_surprise_mean	emotion_trust_count	emotion_trust_per_1k	emotion_trust_prop	intensity_trust_mean	sentiment_positive_count	sentiment_positive_per_1k	sentiment_negative_count	sentiment_negative_per_1k	vad_valence_mean	vad_arousal_mean	vad_dominance_mean	sentiment_balance	lexicon_hit_count	lexicon_unique_hit_count	lexicon_coverage	dominant_emotion	dominant_emotion_score	source_xml	xml_doc_index	title	author	century	genre	publication	category	year	language
emotion_anticipation_per_1k	225.130890052356	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-004539::window::12	window	wikivir-004539	362	191	4.0	20.942408376963353	0.023809523809523808	0.012492187500000002	43.0	225.13089005235602	0.25595238095238093	0.157921875	4.0	20.942408376963353	0.023809523809523808	0.013554687499999999	11.0	57.59162303664921	0.06547619047619048	0.015507812499999999	40.0	209.4240837696335	0.23809523809523808	0.23184375000000002	7.0	36.64921465968586	0.041666666666666664	0.0227734375	19.0	99.47643979057591	0.1130952380952381	0.0522734375	40.0	209.4240837696335	0.23809523809523808	0.1589609375	48.0	251.3089005235602	9.0	47.12041884816754	0.6722687872023809	0.4539161086309524	0.5518010602678571	0.6842105263157895	128	78	0.6701570680628273	anticipation	0.25595238095238093	wikivir.cleaned.xml	4539	Preprosto pismo v raj	Berta Golob	21	črtice				
emotion_anticipation_per_1k	225.0	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-019091::window::4	window	wikivir-019091	355	160	2.0	12.5	0.018018018018018018	0.006690476190476191	36.0	225.0	0.32432432432432434	0.19798809523809524	3.0	18.75	0.02702702702702703	0.02139285714285714	7.0	43.75	0.06306306306306306	0.03494047619047619	27.0	168.75	0.24324324324324326	0.2114761904761905	4.0	25.0	0.036036036036036036	0.01976190476190476	12.0	75.0	0.10810810810810811	0.056273809523809525	20.0	125.0	0.18018018018018017	0.11903571428571427	31.0	193.75	11.0	68.75	0.6236306689342404	0.45659195011337855	0.4840431122448979	0.47619047619047616	84	53	0.525	anticipation	0.32432432432432434	wikivir.cleaned.xml	19091	Romanca o beli cesti	Franc Ksaver Meško	20	kratka proza			1903	
emotion_anticipation_per_1k	224.3589743589744	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-013698::window::7	window	wikivir-013698	416	156	5.0	32.05128205128205	0.04132231404958678	0.03564102564102564	35.0	224.35897435897436	0.2892561983471074	0.21475641025641026	2.0	12.82051282051282	0.01652892561983471	0.010217948717948719	6.0	38.46153846153847	0.049586776859504134	0.045641025641025644	34.0	217.94871794871796	0.2809917355371901	0.23008974358974357	8.0	51.28205128205128	0.06611570247933884	0.05866666666666666	2.0	12.82051282051282	0.01652892561983471	0.017833333333333333	29.0	185.8974358974359	0.2396694214876033	0.25397435897435894	37.0	237.17948717948718	11.0	70.51282051282051	0.6179497863247863	0.4158525641025642	0.5523023504273504	0.5416666666666666	78	47	0.5	anticipation	0.2892561983471074	wikivir.cleaned.xml	13698	Nevesta	Janez Jalen	20	drame			1929	
emotion_anticipation_per_1k	223.0769230769231	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-002247::window::55	window	wikivir-002247	359	130	2.0	15.384615384615385	0.020833333333333332	0.011442622950819673	29.0	223.0769230769231	0.3020833333333333	0.1999344262295082	2.0	15.384615384615385	0.020833333333333332	0.018442622950819672	7.0	53.84615384615385	0.07291666666666667	0.02972131147540984	24.0	184.6153846153846	0.25	0.27101639344262296	3.0	23.076923076923077	0.03125	0.03122950819672131	5.0	38.46153846153847	0.052083333333333336	0.03280327868852459	24.0	184.6153846153846	0.25	0.24693442622950817	34.0	261.53846153846155	4.0	30.76923076923077	0.6989071038251367	0.44824453551912574	0.5774193989071039	0.7894736842105263	61	38	0.46923076923076923	anticipation	0.3020833333333333	wikivir.cleaned.xml	2247	Gabrijan in Šembilija	Ivan Lah	20	povesti				
emotion_anticipation_per_1k	221.42857142857144	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-010167::window::8	window	wikivir-010167	601	280	0.0	0.0	0.0	0.0	62.0	221.42857142857142	0.25203252032520324	0.45198484848484854	0.0	0.0	0.0	0.0	58.0	207.14285714285717	0.23577235772357724	0.0826060606060606	60.0	214.28571428571428	0.24390243902439024	0.5007121212121213	2.0	7.142857142857142	0.008130081300813009	0.017196969696969697	2.0	7.142857142857142	0.008130081300813009	0.009575757575757576	62.0	221.42857142857142	0.25203252032520324	0.5789090909090908	63.0	225.0	1.0	3.571428571428571	0.7363333333333334	0.5051590909090908	0.8534532828282829	0.96875	66	9	0.2357142857142857	anticipation	0.25203252032520324	wikivir.cleaned.xml	10167	Cerkovne pesmi	Jurij Japelj	18	pesmi				
emotion_anticipation_per_1k	221.42857142857144	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-010168::window::8	window	wikivir-010168	601	280	0.0	0.0	0.0	0.0	62.0	221.42857142857142	0.25203252032520324	0.45198484848484854	0.0	0.0	0.0	0.0	58.0	207.14285714285717	0.23577235772357724	0.0826060606060606	60.0	214.28571428571428	0.24390243902439024	0.5007121212121213	2.0	7.142857142857142	0.008130081300813009	0.017196969696969697	2.0	7.142857142857142	0.008130081300813009	0.009575757575757576	62.0	221.42857142857142	0.25203252032520324	0.5789090909090908	63.0	225.0	1.0	3.571428571428571	0.7363333333333334	0.5051590909090908	0.8534532828282829	0.96875	66	9	0.2357142857142857	anticipation	0.25203252032520324	wikivir.cleaned.xml	10168	Zerkovne pesmi	Jurij Japelj	18	pesmi				
emotion_anticipation_per_1k	219.65317919075144	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-017159::window::1	window	wikivir-017159	350	173	3.0	17.341040462427745	0.03260869565217391	0.004042105263157895	38.0	219.65317919075144	0.41304347826086957	0.1811157894736842	3.0	17.341040462427745	0.03260869565217391	0.009221052631578948	3.0	17.341040462427745	0.03260869565217391	0.010031578947368421	12.0	69.36416184971098	0.13043478260869565	0.08339999999999999	12.0	69.36416184971098	0.13043478260869565	0.03143157894736842	2.0	11.560693641618496	0.021739130434782608	0.009126315789473684	19.0	109.82658959537572	0.20652173913043478	0.10884210526315789	36.0	208.09248554913296	7.0	40.46242774566474	0.6618520175438596	0.3998964912280702	0.4745435964912281	0.6744186046511628	95	47	0.5491329479768786	anticipation	0.41304347826086957	wikivir.cleaned.xml	17159	Vabilo na slavnostno otvoritev Triglavske koče Slovenskega planinskega društva katera se bode vršila v ponedeljek, dne 10. avgusta t. l. na Kredarici		19	neleposlovje			1896	
emotion_anticipation_per_1k	219.3877551020408	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-012143::window::20	window	wikivir-012143	374	196	1.0	5.1020408163265305	0.007692307692307693	0.0022884615384615383	43.0	219.3877551020408	0.33076923076923076	0.03907692307692308	0.0	0.0	0.0	0.0	3.0	15.306122448979592	0.023076923076923078	0.021634615384615384	38.0	193.87755102040816	0.2923076923076923	0.049519230769230774	2.0	10.204081632653061	0.015384615384615385	0.023586538461538464	1.0	5.1020408163265305	0.007692307692307693	0.004134615384615384	42.0	214.28571428571428	0.3230769230769231	0.036057692307692304	42.0	214.28571428571428	3.0	15.306122448979592	0.4118871794871795	0.25840384615384615	0.32028044871794875	0.8666666666666667	104	56	0.5306122448979592	anticipation	0.33076923076923076	wikivir.cleaned.xml	12143	Narodopisne slike iz našega naroda II. Slovenska vas		19				1869	
emotion_fear_per_1k	218.5430463576159	emotion_fear_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-013270::window::1	window	wikivir-013270	350	151	10.0	66.22516556291392	0.10101010101010101	0.05064634146341464	5.0	33.11258278145696	0.050505050505050504	0.026000000000000002	10.0	66.22516556291392	0.10101010101010101	0.07782926829268294	33.0	218.5430463576159	0.3333333333333333	0.17871951219512197	5.0	33.11258278145696	0.050505050505050504	0.03379268292682927	10.0	66.22516556291392	0.10101010101010101	0.07042682926829269	5.0	33.11258278145696	0.050505050505050504	0.03420731707317073	21.0	139.0728476821192	0.21212121212121213	0.08267073170731708	9.0	59.602649006622514	23.0	152.31788079470198	0.4776305894308943	0.462753556910569	0.4570706300813008	-0.4375	82	48	0.543046357615894	fear	0.3333333333333333	wikivir.cleaned.xml	13270	Strah, ali ...	Matija Malešič	20	kratka proza				
emotion_joy_per_1k	216.5605095541401	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-013197::window::141	window	wikivir-013197	376	157	7.0	44.58598726114649	0.050359712230215826	0.0	32.0	203.82165605095543	0.2302158273381295	0.19399999999999998	8.0	50.955414012738856	0.05755395683453238	0.015030303030303031	7.0	44.58598726114649	0.050359712230215826	0.00996969696969697	34.0	216.56050955414014	0.2446043165467626	0.23845454545454545	5.0	31.84713375796178	0.03597122302158273	0.042606060606060606	17.0	108.28025477707007	0.1223021582733813	0.06806060606060606	29.0	184.71337579617833	0.20863309352517986	0.22813636363636366	42.0	267.515923566879	8.0	50.955414012738856	0.6718329725829726	0.40629935064935063	0.5307854256854255	0.68	66	39	0.42038216560509556	joy	0.2446043165467626	wikivir.cleaned.xml	13197	Dve kroni	Margarete Seemann	20	proza			1939	
emotion_joy_per_1k	216.5605095541401	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-020034::window::237	window	wikivir-020034	381	157	1.0	6.369426751592357	0.010101010101010102	0.0014945054945054946	22.0	140.12738853503186	0.2222222222222222	0.12126373626373627	0.0	0.0	0.0	0.0	11.0	70.06369426751593	0.1111111111111111	0.014626373626373626	34.0	216.56050955414014	0.3434343434343434	0.3021758241758242	0.0	0.0	0.0	0.0	5.0	31.84713375796178	0.050505050505050504	0.020164835164835165	26.0	165.60509554140125	0.26262626262626265	0.32040659340659344	52.0	331.2101910828025	1.0	6.369426751592357	0.7486968864468865	0.47886630036630035	0.6322838827838828	0.9622641509433962	91	59	0.5796178343949044	joy	0.3434343434343434	wikivir.cleaned.xml	20034	Olga	Fran Govekar	20	romani				
emotion_anticipation_per_1k	215.2777777777778	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-002247::window::54	window	wikivir-002247	351	144	2.0	13.888888888888888	0.018518518518518517	0.009507246376811595	31.0	215.2777777777778	0.28703703703703703	0.18108695652173915	4.0	27.777777777777775	0.037037037037037035	0.025028985507246377	4.0	27.777777777777775	0.037037037037037035	0.004753623188405797	28.0	194.44444444444446	0.25925925925925924	0.2482753623188406	4.0	27.777777777777775	0.037037037037037035	0.00927536231884058	10.0	69.44444444444444	0.09259259259259259	0.042130434782608694	25.0	173.61111111111111	0.23148148148148148	0.21005797101449275	41.0	284.72222222222223	6.0	41.666666666666664	0.6888826777087647	0.4128310904071774	0.527129744651484	0.7446808510638298	69	42	0.4791666666666667	anticipation	0.28703703703703703	wikivir.cleaned.xml	2247	Gabrijan in Šembilija	Ivan Lah	20	povesti				
emotion_disgust_per_1k	214.28571428571428	emotion_disgust_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-004373::document::1	document	wikivir-004373	241	98	2.0	20.408163265306122	0.05	0.015999999999999997	3.0	30.612244897959183	0.075	0.007392857142857143	21.0	214.28571428571428	0.525	0.20166071428571428	1.0	10.204081632653061	0.025	0.013678571428571429	4.0	40.816326530612244	0.1	0.026267857142857145	5.0	51.02040816326531	0.125	0.0375	1.0	10.204081632653061	0.025	0.009625	3.0	30.612244897959183	0.075	0.006553571428571429	4.0	40.816326530612244	21.0	214.28571428571428	0.4817261904761905	0.2887910714285714	0.34183214285714286	-0.68	56	34	0.5714285714285714	disgust	0.525	wikivir.cleaned.xml	4373	Sosed gora/Plesen	Svetlana Makarovič	20	pesmi	Sosed gora			
emotion_disgust_per_1k	214.28571428571428	emotion_disgust_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-004373::window::1	window	wikivir-004373	240	98	2.0	20.408163265306122	0.05	0.015999999999999997	3.0	30.612244897959183	0.075	0.007392857142857143	21.0	214.28571428571428	0.525	0.20166071428571428	1.0	10.204081632653061	0.025	0.013678571428571429	4.0	40.816326530612244	0.1	0.026267857142857145	5.0	51.02040816326531	0.125	0.0375	1.0	10.204081632653061	0.025	0.009625	3.0	30.612244897959183	0.075	0.006553571428571429	4.0	40.816326530612244	21.0	214.28571428571428	0.4817261904761905	0.2887910714285714	0.34183214285714286	-0.68	56	34	0.5714285714285714	disgust	0.525	wikivir.cleaned.xml	4373	Sosed gora/Plesen	Svetlana Makarovič	20	pesmi	Sosed gora			
emotion_anticipation_per_1k	213.41463414634143	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-013698::window::6	window	wikivir-013698	416	164	7.0	42.6829268292683	0.056	0.04021686746987952	35.0	213.41463414634146	0.28	0.20900000000000002	3.0	18.29268292682927	0.024	0.017506024096385544	8.0	48.78048780487805	0.064	0.06604819277108434	32.0	195.1219512195122	0.256	0.19461445783132528	10.0	60.97560975609756	0.08	0.0788313253012048	3.0	18.29268292682927	0.024	0.023349397590361445	27.0	164.63414634146343	0.216	0.22238554216867473	35.0	213.41463414634146	11.0	67.07317073170732	0.6023062248995984	0.40859839357429717	0.546289156626506	0.5217391304347826	83	48	0.5060975609756098	anticipation	0.28	wikivir.cleaned.xml	13698	Nevesta	Janez Jalen	20	drame			1929	
emotion_joy_per_1k	213.23529411764704	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-014744::window::15	window	wikivir-014744	356	136	7.0	51.470588235294116	0.06666666666666667	0.037013333333333336	22.0	161.76470588235296	0.20952380952380953	0.13446666666666668	4.0	29.41176470588235	0.0380952380952381	0.01676	6.0	44.11764705882353	0.05714285714285714	0.03986666666666667	29.0	213.23529411764704	0.2761904761904762	0.25209333333333334	4.0	29.41176470588235	0.0380952380952381	0.03552	5.0	36.76470588235294	0.047619047619047616	0.014479999999999998	28.0	205.88235294117646	0.26666666666666666	0.17285333333333336	33.0	242.64705882352942	5.0	36.76470588235294	0.6750488888888888	0.45391999999999993	0.5573955555555556	0.7368421052631579	75	41	0.5514705882352942	joy	0.2761904761904762	wikivir.cleaned.xml	14744	Koran							
emotion_fear_per_1k	213.11475409836063	emotion_fear_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-020031::window::6	window	wikivir-020031	346	183	18.0	98.36065573770492	0.16822429906542055	0.09480555555555555	11.0	60.10928961748633	0.102803738317757	0.05291666666666667	7.0	38.25136612021858	0.06542056074766354	0.02510185185185185	39.0	213.11475409836063	0.3644859813084112	0.21201851851851852	3.0	16.393442622950822	0.028037383177570093	0.030537037037037033	10.0	54.6448087431694	0.09345794392523364	0.061370370370370374	16.0	87.43169398907104	0.14953271028037382	0.06766666666666667	3.0	16.393442622950822	0.028037383177570093	0.022851851851851852	7.0	38.25136612021858	34.0	185.79234972677597	0.47877006172839504	0.4906651234567901	0.46531944444444445	-0.6585365853658537	108	76	0.5901639344262295	fear	0.3644859813084112	wikivir.cleaned.xml	20031	Po divjinah Kanade	Januš Golec	20	povesti			1935	
emotion_fear_per_1k	213.01775147929	emotion_fear_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-017010::window::3	window	wikivir-017010	401	169	26.0	153.84615384615387	0.1925925925925926	0.11461111111111112	13.0	76.92307692307693	0.0962962962962963	0.07062222222222223	11.0	65.08875739644971	0.08148148148148149	0.022977777777777778	36.0	213.01775147928996	0.26666666666666666	0.17973333333333336	3.0	17.75147928994083	0.022222222222222223	0.059777777777777784	15.0	88.75739644970413	0.1111111111111111	0.09051111111111113	13.0	76.92307692307693	0.0962962962962963	0.10044444444444443	18.0	106.50887573964498	0.13333333333333333	0.12071111111111112	20.0	118.34319526627219	35.0	207.10059171597632	0.4770819444444444	0.5083351851851852	0.536625462962963	-0.2727272727272727	90	58	0.5325443786982249	fear	0.26666666666666666	wikivir.cleaned.xml	17010	Izgubljena stava	Julij Bučar	20	kratka proza			1909	
emotion_joy_per_1k	212.7659574468085	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-002819::window::13	window	wikivir-002819	450	188	0.0	0.0	0.0	0.0	33.0	175.53191489361703	0.29464285714285715	0.21163636363636362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007954545454545455	40.0	212.7659574468085	0.35714285714285715	0.29350000000000004	0.0	0.0	0.0	0.0	2.0	10.638297872340425	0.017857142857142856	0.013030303030303031	37.0	196.8085106382979	0.33035714285714285	0.23074242424242422	41.0	218.08510638297872	0.0	0.0	0.7570277777777777	0.43462727272727275	0.5115090909090909	1.0	66	29	0.35106382978723405	joy	0.35714285714285715	wikivir.cleaned.xml	2819	Krajnska pismenost	Valentin Vodnik	19	neleposlovje				
emotion_joy_per_1k	212.5	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-013086::window::22	window	wikivir-013086	189	80	3.0	37.5	0.06976744186046512	0.05230232558139534	7.0	87.5	0.16279069767441862	0.0786279069767442	1.0	12.5	0.023255813953488372	0.0049069767441860465	3.0	37.5	0.06976744186046512	0.026023255813953487	17.0	212.5	0.3953488372093023	0.21076744186046514	3.0	37.5	0.06976744186046512	0.03532558139534884	2.0	25.0	0.046511627906976744	0.012883720930232559	7.0	87.5	0.16279069767441862	0.08486046511627907	22.0	275.0	6.0	75.0	0.6085501937984495	0.5042994186046513	0.5803827519379845	0.5714285714285714	43	34	0.5375	joy	0.3953488372093023	wikivir.cleaned.xml	13086	Jubilej	Ivan Cankar	20	kratka proza				
emotion_anticipation_per_1k	212.2905027932961	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-010868::window::50	window	wikivir-010868	370	179	13.0	72.62569832402235	0.07471264367816093	0.05902857142857143	38.0	212.2905027932961	0.21839080459770116	0.17504761904761904	9.0	50.27932960893855	0.05172413793103448	0.032447619047619045	12.0	67.0391061452514	0.06896551724137931	0.06018095238095237	34.0	189.94413407821227	0.19540229885057472	0.2773809523809524	12.0	67.0391061452514	0.06896551724137931	0.060590476190476195	20.0	111.73184357541899	0.11494252873563218	0.07554285714285715	36.0	201.1173184357542	0.20689655172413793	0.246	49.0	273.74301675977654	30.0	167.59776536312847	0.6361607142857143	0.5095071428571428	0.5861607142857143	0.24050632911392406	105	60	0.5865921787709497	anticipation	0.21839080459770116	wikivir.cleaned.xml	10868	Gospod Ravbar	Ivan Lah	20	epska pesnitev				
emotion_sadness_per_1k	211.9205298013245	emotion_sadness_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-010735::window::3	window	wikivir-010735	376	151	2.0	13.245033112582782	0.02702702702702703	0.008268041237113402	8.0	52.980132450331126	0.10810810810810811	0.030525773195876293	20.0	132.45033112582783	0.2702702702702703	0.046989690721649484	5.0	33.11258278145696	0.06756756756756757	0.03472164948453608	3.0	19.867549668874172	0.04054054054054054	0.030134020618556696	32.0	211.9205298013245	0.43243243243243246	0.08797938144329898	0.0	0.0	0.0	0.0	4.0	26.490066225165563	0.05405405405405406	0.029391752577319588	12.0	79.47019867549669	23.0	152.31788079470198	0.45512542955326457	0.31145103092783505	0.3576142611683849	-0.3142857142857143	97	54	0.6423841059602649	sadness	0.43243243243243246	wikivir.cleaned.xml	10735	Pravljica O sivem mestu in črni roži	Marjana Moškrič	21	pravljice				
emotion_joy_per_1k	211.53846153846155	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-016215::window::89	window	wikivir-016215	365	156	0.0	0.0	0.0	0.0	23.0	147.43589743589743	0.23469387755102042	0.12089610389610389	2.0	12.82051282051282	0.02040816326530612	0.015428571428571429	3.0	19.230769230769234	0.030612244897959183	0.01683116883116883	33.0	211.53846153846155	0.336734693877551	0.2204935064935064	14.0	89.74358974358974	0.14285714285714285	0.003038961038961039	13.0	83.33333333333333	0.1326530612244898	0.029038961038961034	10.0	64.1025641025641	0.10204081632653061	0.06166233766233767	42.0	269.2307692307692	3.0	19.230769230769234	0.7104999999999999	0.45111255411255413	0.5894361471861472	0.8666666666666667	77	45	0.4935897435897436	joy	0.336734693877551	wikivir.cleaned.xml	16215	Dvanajst večerov	Anton Mahnič	19	proza			1884	
emotion_joy_per_1k	209.94475138121547	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-017804::window::101	window	wikivir-017804	378	181	4.0	22.099447513812155	0.029850746268656716	0.01966265060240964	31.0	171.2707182320442	0.23134328358208955	0.21544578313253013	0.0	0.0	0.0	0.0	8.0	44.19889502762431	0.05970149253731343	0.035433734939759036	38.0	209.94475138121547	0.2835820895522388	0.2955180722891566	3.0	16.574585635359114	0.022388059701492536	0.031048192771084338	13.0	71.8232044198895	0.09701492537313433	0.06342168674698795	37.0	204.41988950276243	0.27611940298507465	0.34837349397590367	43.0	237.56906077348066	6.0	33.14917127071823	0.71137636259323	0.41904130808950096	0.6286540447504303	0.7551020408163265	83	41	0.4585635359116022	joy	0.2835820895522388	wikivir.cleaned.xml	17804	Popotnik široke in ozke poti	Franc Veriti	19	proza			1828	
emotion_joy_per_1k	209.87654320987653	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-003812::window::82	window	wikivir-003812	1752	81	2.0	24.691358024691358	0.03508771929824561	0.008896551724137931	11.0	135.80246913580245	0.19298245614035087	0.10129310344827586	1.0	12.345679012345679	0.017543859649122806	0.007672413793103449	3.0	37.03703703703704	0.05263157894736842	0.011310344827586208	17.0	209.87654320987653	0.2982456140350877	0.24406896551724136	4.0	49.382716049382715	0.07017543859649122	0.040948275862068964	7.0	86.41975308641975	0.12280701754385964	0.05265517241379311	12.0	148.14814814814815	0.21052631578947367	0.16848275862068965	22.0	271.6049382716049	6.0	74.07407407407408	0.6950517241379309	0.40549712643678154	0.5095028735632184	0.5714285714285714	58	49	0.7160493827160493	joy	0.2982456140350877	wikivir.cleaned.xml	3812	Klic po ljubezni	Klara Filipič	21	pesmi				
emotion_sadness_per_1k	209.87654320987653	emotion_sadness_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-011653::window::72	window	wikivir-011653	366	162	19.0	117.28395061728395	0.15079365079365079	0.08575	11.0	67.90123456790123	0.0873015873015873	0.052102272727272726	7.0	43.20987654320987	0.05555555555555555	0.05514772727272727	29.0	179.01234567901233	0.23015873015873015	0.2050454545454545	8.0	49.382716049382715	0.06349206349206349	0.06210227272727273	34.0	209.87654320987653	0.2698412698412698	0.18961363636363637	10.0	61.72839506172839	0.07936507936507936	0.03542045454545455	8.0	49.382716049382715	0.06349206349206349	0.05869318181818182	21.0	129.62962962962962	33.0	203.7037037037037	0.42645156926406924	0.46328043831168836	0.47409510281385275	-0.2222222222222222	88	62	0.5432098765432098	sadness	0.2698412698412698	wikivir.cleaned.xml	11653	Ljudje od Soče	Matija Malešič	20	proza			1918	
emotion_joy_per_1k	209.45945945945945	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-001838::window::1	window	wikivir-001838	359	148	15.0	101.35135135135135	0.1171875	0.03882954545454545	21.0	141.89189189189187	0.1640625	0.07277272727272728	9.0	60.810810810810814	0.0703125	0.011624999999999998	7.0	47.2972972972973	0.0546875	0.04193181818181818	31.0	209.45945945945945	0.2421875	0.170875	7.0	47.2972972972973	0.0546875	0.031965909090909086	17.0	114.86486486486487	0.1328125	0.03770454545454545	21.0	141.89189189189187	0.1640625	0.11835227272727272	39.0	263.5135135135135	10.0	67.56756756756756	0.6154360795454547	0.43551136363636367	0.5171946022727273	0.5918367346938775	88	50	0.5945945945945946	joy	0.2421875	wikivir.cleaned.xml	1838	Začarani grad in medved			slovenske ljudske pravljice				
emotion_anticipation_per_1k	208.86075949367088	emotion_anticipation_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-003301::window::166	window	wikivir-003301	349	158	1.0	6.329113924050633	0.009259259259259259	0.0028604651162790697	33.0	208.86075949367088	0.3055555555555556	0.19105813953488368	2.0	12.658227848101266	0.018518518518518517	0.008906976744186047	4.0	25.31645569620253	0.037037037037037035	0.019988372093023253	27.0	170.8860759493671	0.25	0.200046511627907	4.0	25.31645569620253	0.037037037037037035	0.027720930232558137	4.0	25.31645569620253	0.037037037037037035	0.01736046511627907	33.0	208.86075949367088	0.3055555555555556	0.2275232558139535	38.0	240.50632911392407	5.0	31.645569620253166	0.6471744186046512	0.43187248062015493	0.5293193798449614	0.7674418604651163	86	56	0.5443037974683544	anticipation	0.3055555555555556	wikivir.cleaned.xml	3301	Beneška Slovenija/Zemljepisni del.	Simon Rutar	19	neleposlovje				
emotion_joy_per_1k	208.86075949367088	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-019091::window::5	window	wikivir-019091	362	158	2.0	12.658227848101266	0.01834862385321101	0.012543209876543211	31.0	196.20253164556962	0.28440366972477066	0.18479012345679013	3.0	18.9873417721519	0.027522935779816515	0.021308641975308643	5.0	31.645569620253166	0.045871559633027525	0.031641975308641976	33.0	208.86075949367088	0.30275229357798167	0.24529629629629635	3.0	18.9873417721519	0.027522935779816515	0.01844444444444444	10.0	63.29113924050633	0.09174311926605505	0.049679012345679015	22.0	139.2405063291139	0.2018348623853211	0.13444444444444442	37.0	234.1772151898734	9.0	56.962025316455694	0.6530781893004115	0.47017160493827154	0.5130393004115226	0.6086956521739131	81	56	0.5126582278481012	joy	0.30275229357798167	wikivir.cleaned.xml	19091	Romanca o beli cesti	Franc Ksaver Meško	20	kratka proza			1903	
emotion_joy_per_1k	208.86075949367088	emotion_joy_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-014584::window::120	window	wikivir-014584	404	158	4.0	25.31645569620253	0.03508771929824561	0.0076024096385542165	30.0	189.873417721519	0.2631578947368421	0.21167469879518075	2.0	12.658227848101266	0.017543859649122806	0.004530120481927711	4.0	25.31645569620253	0.03508771929824561	0.018566265060240963	33.0	208.86075949367088	0.2894736842105263	0.29478313253012045	3.0	18.9873417721519	0.02631578947368421	0.029602409638554216	2.0	12.658227848101266	0.017543859649122806	0.007518072289156626	36.0	227.84810126582278	0.3157894736842105	0.2529397590361445	41.0	259.49367088607596	8.0	50.63291139240506	0.7220975903614458	0.5072781124497993	0.5776020080321285	0.673469387755102	83	47	0.5253164556962026	trust	0.3157894736842105	wikivir.cleaned.xml	14584	Žrtev razmer	Miroslav Malovrh	20	proza			1903	
emotion_fear_per_1k	208.05369127516775	emotion_fear_per_1k; lexical_token_count>=80; word_token_count>=80	wikivir-016130::window::10	window	wikivir-016130	373	149	25.0	167.78523489932886	0.1984126984126984	0.09982926829268293	10.0	67.11409395973155	0.07936507936507936	0.05863414634146341	12.0	80.53691275167785	0.09523809523809523	0.03246341463414634	31.0	208.05369127516778	0.24603174603174602	0.13384146341463413	11.0	73.8255033557047	0.0873015873015873	0.14587804878048782	7.0	46.97986577181208	0.05555555555555555	0.05131707317073171	2.0	13.422818791946309	0.015873015873015872	0.014865853658536583	28.0	187.91946308724832	0.2222222222222222	0.21353658536585368	34.0	228.18791946308724	29.0	194.63087248322148	0.5618318089430895	0.5078628048780488	0.5877901422764228	0.07936507936507936	82	48	0.5503355704697986	fear	0.24603174603174602	wikivir.cleaned.xml	16130	Sveto pismo (Anton Alojzij Wolf)/Bukve Psalmov			psalmi				
