segment_id	bertopic_topic	review_score	review_score_source
wikivir-000590::window::371	6	0.8248510568519278	centroid_cosine
wikivir-000931::window::488	6	0.5684775433826554	centroid_cosine
wikivir-016027::window::22	6	0.8102678290621557	centroid_cosine
wikivir-021170::window::168	6	0.8128175808299041	centroid_cosine
wikivir-015766::window::83	6	0.8208073792512514	centroid_cosine
wikivir-011660::window::24	7	0.9268866194131085	centroid_cosine
wikivir-016518::window::46	7	0.9013507479066407	centroid_cosine
wikivir-014670::window::112	7	0.8997097075339452	centroid_cosine
wikivir-004199::window::199	7	0.8993354282105617	centroid_cosine
wikivir-020889::window::5	7	0.8982982233564083	centroid_cosine
wikivir-012437::window::6	7	0.8979189985241145	centroid_cosine
wikivir-000943::window::239	7	0.8965144160768302	centroid_cosine
wikivir-016097::window::82	7	0.8963282243139618	centroid_cosine
wikivir-006128::window::104	7	0.8947741353113274	centroid_cosine
wikivir-021024::window::24	7	0.8924419518130406	centroid_cosine
wikivir-000779::window::37	7	0.8921947773906254	centroid_cosine
wikivir-003163::window::135	7	0.8911031820081524	centroid_cosine
wikivir-003890::window::115	7	0.8899500615720752	centroid_cosine
wikivir-002870::window::275	7	0.8898197682729271	centroid_cosine
wikivir-002888::window::14	7	0.8897465524260053	centroid_cosine
wikivir-002876::window::26	7	0.889599847367923	centroid_cosine
wikivir-017235::window::44	7	0.8887335699243626	centroid_cosine
wikivir-013186::window::141	7	0.8887128434303955	centroid_cosine
wikivir-010867::window::74	7	0.8886753328517711	centroid_cosine
wikivir-002861::window::25	7	0.888583599436227	centroid_cosine
wikivir-002863::window::87	7	0.8885179450725538	centroid_cosine
wikivir-003163::window::117	7	0.8884131933582639	centroid_cosine
wikivir-004201::window::23	7	0.888096740876245	centroid_cosine
wikivir-003093::window::101	7	0.8879439356879106	centroid_cosine
wikivir-003391::window::30	7	0.887638056179866	centroid_cosine
wikivir-014850::window::499	7	0.8179881589094187	centroid_cosine
wikivir-004667::window::79	7	0.7171610012417964	centroid_cosine
wikivir-021182::window::12	7	0.8210454571119452	centroid_cosine
wikivir-017071::window::474	7	0.7852191995558316	centroid_cosine
wikivir-000627::window::240	7	0.729921624795428	centroid_cosine
wikivir-016587::window::35	7	0.7582456228866872	centroid_cosine
wikivir-020833::window::24	7	0.8148669527439886	centroid_cosine
wikivir-000884::window::37	7	0.8236911179657221	centroid_cosine
wikivir-017425::window::10	7	0.6847318752762687	centroid_cosine
wikivir-000782::window::150	7	0.8056364069484797	centroid_cosine
wikivir-016970::window::108	8	0.9214907879768753	centroid_cosine
wikivir-015374::window::5	8	0.9202080877044807	centroid_cosine
wikivir-016879::window::1194	8	0.9188008354601858	centroid_cosine
wikivir-004213::window::34	8	0.9183017350132029	centroid_cosine
wikivir-020617::window::338	8	0.9177524832218613	centroid_cosine
wikivir-010348::window::186	8	0.9176067228834681	centroid_cosine
wikivir-018553::window::4	8	0.9175494821520426	centroid_cosine
wikivir-004231::window::33	8	0.9147679711696725	centroid_cosine
wikivir-000805::window::233	8	0.9134561957034286	centroid_cosine
wikivir-000910::window::230	8	0.9133909505697826	centroid_cosine
wikivir-016138::window::37	8	0.9128572916914415	centroid_cosine
wikivir-000918::window::57	8	0.9127276506704671	centroid_cosine
wikivir-004427::window::35	8	0.9120736985263881	centroid_cosine
wikivir-016433::window::261	8	0.9119645453634071	centroid_cosine
wikivir-016099::window::3	8	0.9117785265927133	centroid_cosine
wikivir-000553::window::55	8	0.9116686333793799	centroid_cosine
wikivir-012816::window::1	8	0.9114932641481012	centroid_cosine
wikivir-000910::window::72	8	0.9104180764299723	centroid_cosine
wikivir-000968::window::158	8	0.9103382662254642	centroid_cosine
wikivir-008354::window::1	8	0.9096413495992011	centroid_cosine
