bertopic_topic	review_source	_review_score	review_score_source	segment_id	doc_id	unit	title	author	genre	century	year	text_preview_readable	bertopic_is_outlier	bertopic_probability	embedding_model	text_preview	source_xml	xml_doc_index	publication	category	language	unit_segment	doc_id_segment	sent_ids	n_sent_ids	token_count	word_token_count	lemma_token_count	text_preview_segment	source_xml_segment	xml_doc_index_segment	title_segment	author_segment	century_segment	genre_segment	publication_segment	category_segment	year_segment	language_segment	centroid_cosine
6	top_centroid	0.9087754873726823	centroid_cosine	wikivir-016878::window::596	wikivir-016878	window	Beračeve skrivnosti, 1. del	Karl May	romani	20	1901	celi stvari — — Ludevit!“ Takoj je vstopil lovec in pogledal nadkomisarja skrajno osorno. „Pojdi in prosi gospoda doktorja Strnada, da naj pride malo k meni. Reči mu, da je tu nek policaj, ki bi rad z	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	celi stvari — — Ludevit!“ Takoj je vstopil lovec in pogledal nadkomisarja skrajno osorno. „Pojdi in prosi gospoda doktorja Strnada, da naj pride malo k meni. Reči mu, da je tu nek policaj, ki bi rad z	wikivir.cleaned.xml	16878				window	wikivir-016878	wikivir-016878.s009319|wikivir-016878.s009320|wikivir-016878.s009321|wikivir-016878.s009322|wikivir-016878.s009323|wikivir-016878.s009324|wikivir-016878.s009325|wikivir-016878.s009326|wikivir-016878.s009327|wikivir-016878.s009328|wikivir-016878.s009329|wikivir-016878.s009330|wikivir-016878.s009331|wikivir-016878.s009332|wikivir-016878.s009333|wikivir-016878.s009334|wikivir-016878.s009335|wikivir-016878.s009336|wikivir-016878.s009337|wikivir-016878.s009338	46	441	300	156	celi stvari — — Ludevit!“ Takoj je vstopil lovec in pogledal nadkomisarja skrajno osorno. „Pojdi in prosi gospoda doktorja Strnada, da naj pride malo k meni. Reči mu, da je tu nek policaj, ki bi rad z njim govoril. Pa hitro naj pride!“ „Prosim gospod stotnik!“ Ko je odšel lovec, je dejal komisar str	wikivir.cleaned.xml	16878	Beračeve skrivnosti, 1. del	Karl May	20	romani			1901		0.9087754873726823
6	top_centroid	0.9027841609315159	centroid_cosine	wikivir-014279::window::11	wikivir-014279	window	Dvig	Jože Pahor	kratka proza	20	1921	vmeša oblasten mešetarjev klic: »Se še nisi zmenil? Kaj vraga vežeš?« »Torej mi odgovoriš zvečer?« opraša Kvančnikov. »Ob sedmih pridem po odgovor!« Čutil je, da se hoče mešetar vmešati, zato se obrne	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	vmeša oblasten mešetarjev klic: »Se še nisi zmenil? Kaj vraga vežeš?« »Torej mi odgovoriš zvečer?« opraša Kvančnikov. »Ob sedmih pridem po odgovor!« Čutil je, da se hoče mešetar vmešati, zato se obrne	wikivir.cleaned.xml	14279				window	wikivir-014279	wikivir-014279.s000153|wikivir-014279.s000154|wikivir-014279.s000155|wikivir-014279.s000156|wikivir-014279.s000157|wikivir-014279.s000158|wikivir-014279.s000159|wikivir-014279.s000160|wikivir-014279.s000161|wikivir-014279.s000162|wikivir-014279.s000163|wikivir-014279.s000164|wikivir-014279.s000165|wikivir-014279.s000166|wikivir-014279.s000167|wikivir-014279.s000168|wikivir-014279.s000169|wikivir-014279.s000170|wikivir-014279.s000171|wikivir-014279.s000172	39	405	300	149	vmeša oblasten mešetarjev klic: »Se še nisi zmenil? Kaj vraga vežeš?« »Torej mi odgovoriš zvečer?« opraša Kvančnikov. »Ob sedmih pridem po odgovor!« Čutil je, da se hoče mešetar vmešati, zato se obrne, da bi odšel. Mešetar pa je z velikim korakom že čisto blizu. »Ta pa že, ta-le«, se roga zaničljivo	wikivir.cleaned.xml	14279	Dvig	Jože Pahor	20	kratka proza			1921		0.9027841609315159
6	top_centroid	0.8973518066552297	centroid_cosine	wikivir-006724::window::38	wikivir-006724	window	Pravljice za dedija	Žarko Petan	slovenske kratke pravljice	20		k očimu. Ti si Pepelka iz druge pravljice, iz tiste, ki si si jo sama izmislila ... Pribočnik, pošljite noter naslednjo.« Pribočnik je strumno salutiral, se zasukal na peti in odšel na hodnik. Čez nek	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	k očimu. Ti si Pepelka iz druge pravljice, iz tiste, ki si si jo sama izmislila ... Pribočnik, pošljite noter naslednjo.« Pribočnik je strumno salutiral, se zasukal na peti in odšel na hodnik. Čez nek	wikivir.cleaned.xml	6724				window	wikivir-006724	wikivir-006724.s000680|wikivir-006724.s000681|wikivir-006724.s000682|wikivir-006724.s000683|wikivir-006724.s000684|wikivir-006724.s000685|wikivir-006724.s000686|wikivir-006724.s000687|wikivir-006724.s000688|wikivir-006724.s000689|wikivir-006724.s000690|wikivir-006724.s000691|wikivir-006724.s000692|wikivir-006724.s000693|wikivir-006724.s000694|wikivir-006724.s000695|wikivir-006724.s000696|wikivir-006724.s000697|wikivir-006724.s000698|wikivir-006724.s000699	37	405	300	153	k očimu. Ti si Pepelka iz druge pravljice, iz tiste, ki si si jo sama izmislila ... Pribočnik, pošljite noter naslednjo.« Pribočnik je strumno salutiral, se zasukal na peti in odšel na hodnik. Čez nekaj trenutkov se je vrnil sam. »Gospod minister, naslednje ne morem pripeljati.« »Kaj se to pravi: ne	wikivir.cleaned.xml	6724	Pravljice za dedija	Žarko Petan	20	slovenske kratke pravljice					0.8973518066552297
6	top_centroid	0.8905027110867239	centroid_cosine	wikivir-016976::window::299	wikivir-016976	window	Besede	Narte Velikonja	povesti	20		ki bi jo zinil, nevarna. »Saj ste možje in ne cunje!« je rekel Brus. »Zgovoriti se bo treba!« je poudaril. Udaril je nalašč nerodno, da mu je zletelo iz klešč. »Pazi, Brus!« je zaklical, ko je zažvenk	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	ki bi jo zinil, nevarna. »Saj ste možje in ne cunje!« je rekel Brus. »Zgovoriti se bo treba!« je poudaril. Udaril je nalašč nerodno, da mu je zletelo iz klešč. »Pazi, Brus!« je zaklical, ko je zažvenk	wikivir.cleaned.xml	16976				window	wikivir-016976	wikivir-016976.s004706|wikivir-016976.s004707|wikivir-016976.s004708|wikivir-016976.s004709|wikivir-016976.s004710|wikivir-016976.s004711|wikivir-016976.s004712|wikivir-016976.s004713|wikivir-016976.s004714|wikivir-016976.s004715|wikivir-016976.s004716|wikivir-016976.s004717|wikivir-016976.s004718|wikivir-016976.s004719|wikivir-016976.s004720|wikivir-016976.s004721|wikivir-016976.s004722|wikivir-016976.s004723|wikivir-016976.s004724|wikivir-016976.s004725	41	407	300	140	ki bi jo zinil, nevarna. »Saj ste možje in ne cunje!« je rekel Brus. »Zgovoriti se bo treba!« je poudaril. Udaril je nalašč nerodno, da mu je zletelo iz klešč. »Pazi, Brus!« je zaklical, ko je zažvenketalo tik k tajnikovim nogam. Brus se je umaknil ter planil pokoncu. »Tako, kaj že greš? Tak zbogom!	wikivir.cleaned.xml	16976	Besede	Narte Velikonja	20	povesti					0.8905027110867239
6	top_centroid	0.8871026754908269	centroid_cosine	wikivir-000931::window::149	wikivir-000931	window	Gospodin Franjo	Fran Maselj - Podlimbarski	zgodovinski romani			"v hlev, da ošteje pijanega služabnika, ker ga ni opozoril na podgane. V kotu hleva je stala dolga miza, na njej luč, ki je svetila krepkemu fantu, sedečemu in pišočemu pismo. ""Kdo si ti?"" je osorno vp"	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	"v hlev, da ošteje pijanega služabnika, ker ga ni opozoril na podgane. V kotu hleva je stala dolga miza, na njej luč, ki je svetila krepkemu fantu, sedečemu in pišočemu pismo. ""Kdo si ti?"" je osorno vp"	wikivir.cleaned.xml	931				window	wikivir-000931	wikivir-000931.s003447|wikivir-000931.s003448|wikivir-000931.s003449|wikivir-000931.s003450|wikivir-000931.s003451|wikivir-000931.s003452|wikivir-000931.s003453|wikivir-000931.s003454|wikivir-000931.s003455|wikivir-000931.s003456|wikivir-000931.s003457|wikivir-000931.s003458|wikivir-000931.s003459|wikivir-000931.s003460|wikivir-000931.s003461|wikivir-000931.s003462|wikivir-000931.s003463|wikivir-000931.s003464|wikivir-000931.s003465|wikivir-000931.s003466	53	391	300	159	"v hlev, da ošteje pijanega služabnika, ker ga ni opozoril na podgane. V kotu hleva je stala dolga miza, na njej luč, ki je svetila krepkemu fantu, sedečemu in pišočemu pismo. ""Kdo si ti?"" je osorno vprašal Vilar. ""Konjski hlapec Marko Krpica sem,"" je odgovoril pisar ter dvignil glavo. ""A jaz sem rez"	wikivir.cleaned.xml	931	Gospodin Franjo	Fran Maselj - Podlimbarski		zgodovinski romani					0.8871026754908269
6	top_centroid	0.8856437081552229	centroid_cosine	wikivir-004739::window::276	wikivir-004739	window	Rokovnjači	Josip Jurčič, Janko Kersnik	zgodovinski romani	19		sta bila v istini jednacih mislij, a nobeden se ni upal prvi izustiti jih. „Sedi nazaj na stol in bolj tiho govori!“ veli pisar. Oni je ubogal. „Kolovški oskrbnik je nocoj v mestu; njega lahko takoj d	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	sta bila v istini jednacih mislij, a nobeden se ni upal prvi izustiti jih. „Sedi nazaj na stol in bolj tiho govori!“ veli pisar. Oni je ubogal. „Kolovški oskrbnik je nocoj v mestu; njega lahko takoj d	wikivir.cleaned.xml	4739				window	wikivir-004739	wikivir-004739.s005040|wikivir-004739.s005041|wikivir-004739.s005042|wikivir-004739.s005043|wikivir-004739.s005044|wikivir-004739.s005045|wikivir-004739.s005046|wikivir-004739.s005047|wikivir-004739.s005048|wikivir-004739.s005049|wikivir-004739.s005050|wikivir-004739.s005051|wikivir-004739.s005052|wikivir-004739.s005053|wikivir-004739.s005054|wikivir-004739.s005055|wikivir-004739.s005056|wikivir-004739.s005057|wikivir-004739.s005058|wikivir-004739.s005059	39	374	300	146	sta bila v istini jednacih mislij, a nobeden se ni upal prvi izustiti jih. „Sedi nazaj na stol in bolj tiho govori!“ veli pisar. Oni je ubogal. „Kolovški oskrbnik je nocoj v mestu; njega lahko takoj dobiva in on ima vojake na Kolovci. Stopiva tja h Gavriču, ti pokličeš Poljaka in mu poveš, da nocoj 	wikivir.cleaned.xml	4739	Rokovnjači	Josip Jurčič, Janko Kersnik	19	zgodovinski romani					0.8856437081552229
6	top_centroid	0.8855124448016201	centroid_cosine	wikivir-004739::window::269	wikivir-004739	window	Rokovnjači	Josip Jurčič, Janko Kersnik	zgodovinski romani	19		zamišljeno gleda k tlom. „Pravil mi je tudi, da pride celo krdelo vojakov v Kamnik in da tam gori v Bistrici tudi ne bo več tako varno, kakor do sedaj!“ nadaljuje pisar in izpod na pol zaprtih trepaln	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	zamišljeno gleda k tlom. „Pravil mi je tudi, da pride celo krdelo vojakov v Kamnik in da tam gori v Bistrici tudi ne bo več tako varno, kakor do sedaj!“ nadaljuje pisar in izpod na pol zaprtih trepaln	wikivir.cleaned.xml	4739				window	wikivir-004739	wikivir-004739.s004908|wikivir-004739.s004909|wikivir-004739.s004910|wikivir-004739.s004911|wikivir-004739.s004912|wikivir-004739.s004913|wikivir-004739.s004914|wikivir-004739.s004916|wikivir-004739.s004917|wikivir-004739.s004918|wikivir-004739.s004919|wikivir-004739.s004920|wikivir-004739.s004921|wikivir-004739.s004922|wikivir-004739.s004923|wikivir-004739.s004924|wikivir-004739.s004925|wikivir-004739.s004926|wikivir-004739.s004927|wikivir-004739.s004928	40	389	300	156	zamišljeno gleda k tlom. „Pravil mi je tudi, da pride celo krdelo vojakov v Kamnik in da tam gori v Bistrici tudi ne bo več tako varno, kakor do sedaj!“ nadaljuje pisar in izpod na pol zaprtih trepalnic pazno gleda svojega nasprotnika. „O ti konjska skušnjava!“ kolne Tonček, ki je bil očividno uže p	wikivir.cleaned.xml	4739	Rokovnjači	Josip Jurčič, Janko Kersnik	19	zgodovinski romani					0.8855124448016201
6	top_centroid	0.8842239221842221	centroid_cosine	wikivir-004419::window::63	wikivir-004419	window	Gospod Janez	Janko Kersnik	proza	19		in malo potem je prisopihal tudi graščak Ivanič v urad. „To je neumno! To je neumno! Kdo ve — kdo ve!“ kričal je že pri vratih; „pa da me ne boste zaprli — kdo ve, kdo ve!“ „I, kaj vam pa ni po volji?	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	in malo potem je prisopihal tudi graščak Ivanič v urad. „To je neumno! To je neumno! Kdo ve — kdo ve!“ kričal je že pri vratih; „pa da me ne boste zaprli — kdo ve, kdo ve!“ „I, kaj vam pa ni po volji?	wikivir.cleaned.xml	4419				window	wikivir-004419	wikivir-004419.s000601|wikivir-004419.s000602|wikivir-004419.s000603|wikivir-004419.s000604|wikivir-004419.s000605|wikivir-004419.s000606|wikivir-004419.s000607|wikivir-004419.s000608|wikivir-004419.s000609|wikivir-004419.s000610|wikivir-004419.s000611|wikivir-004419.s000612|wikivir-004419.s000613|wikivir-004419.s000614|wikivir-004419.s000615|wikivir-004419.s000616|wikivir-004419.s000617|wikivir-004419.s000618|wikivir-004419.s000619|wikivir-004419.s000620	26	381	300	154	in malo potem je prisopihal tudi graščak Ivanič v urad. „To je neumno! To je neumno! Kdo ve — kdo ve!“ kričal je že pri vratih; „pa da me ne boste zaprli — kdo ve, kdo ve!“ „I, kaj vam pa ni po volji?“ „Da na takov dan določite mojo obravnavo! Rajši bi pustil te uboge goldinarčke — nego prihajal dan	wikivir.cleaned.xml	4419	Gospod Janez	Janko Kersnik	19	proza					0.8842239221842221
6	top_centroid	0.8839202186904946	centroid_cosine	wikivir-014333::window::85	wikivir-014333	window	Testament	Janko Kersnik	povesti	19	1887	zaboj. »Raki so gotovi, gospod sodnik,« se oglasi Urša med vrati. »Dobro, dobro, sedaj le pojdimo! Stojte, da denarjev ne pozabim! Saj vém, da se nisem zastonj vozil sem gori! Aló, sedaj pa rakce, rak	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	zaboj. »Raki so gotovi, gospod sodnik,« se oglasi Urša med vrati. »Dobro, dobro, sedaj le pojdimo! Stojte, da denarjev ne pozabim! Saj vém, da se nisem zastonj vozil sem gori! Aló, sedaj pa rakce, rak	wikivir.cleaned.xml	14333				window	wikivir-014333	wikivir-014333.s000891|wikivir-014333.s000892|wikivir-014333.s000893|wikivir-014333.s000894|wikivir-014333.s000895|wikivir-014333.s000896|wikivir-014333.s000897|wikivir-014333.s000898|wikivir-014333.s000899|wikivir-014333.s000900|wikivir-014333.s000901|wikivir-014333.s000902|wikivir-014333.s000903|wikivir-014333.s000904|wikivir-014333.s000905|wikivir-014333.s000906|wikivir-014333.s000907|wikivir-014333.s000908|wikivir-014333.s000909|wikivir-014333.s000910	23	370	300	150	zaboj. »Raki so gotovi, gospod sodnik,« se oglasi Urša med vrati. »Dobro, dobro, sedaj le pojdimo! Stojte, da denarjev ne pozabim! Saj vém, da se nisem zastonj vozil sem gori! Aló, sedaj pa rakce, rakce! Ali znate, kako se raki jedó?« Z zadnjimi besedami se je obrnil k pisárju, ki je stopal z Brnóto	wikivir.cleaned.xml	14333	Testament	Janko Kersnik	19	povesti			1887		0.8839202186904946
6	top_centroid	0.8828059064261795	centroid_cosine	wikivir-004200::window::143	wikivir-004200	window	Plebanus Joannes	Ivan Pregelj	romani	21	1920	za kar si že bodi? Še to, seveda, naj mi napravi v fari, potem bom vsaj vedel, kaj mi je narediti.« Ni še bil premagal svoje osuplosti, ko ga je družba opazila in kakor na nevidno znamenje utihnila. »	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	za kar si že bodi? Še to, seveda, naj mi napravi v fari, potem bom vsaj vedel, kaj mi je narediti.« Ni še bil premagal svoje osuplosti, ko ga je družba opazila in kakor na nevidno znamenje utihnila. »	wikivir.cleaned.xml	4200				window	wikivir-004200	wikivir-004200.s003970|wikivir-004200.s003971|wikivir-004200.s003972|wikivir-004200.s003973|wikivir-004200.s003974|wikivir-004200.s003975|wikivir-004200.s003976|wikivir-004200.s003977|wikivir-004200.s003978|wikivir-004200.s003979|wikivir-004200.s003980|wikivir-004200.s003981|wikivir-004200.s003982|wikivir-004200.s003983|wikivir-004200.s003984|wikivir-004200.s003985|wikivir-004200.s003986|wikivir-004200.s003987|wikivir-004200.s003988|wikivir-004200.s003989	59	372	300	155	za kar si že bodi? Še to, seveda, naj mi napravi v fari, potem bom vsaj vedel, kaj mi je narediti.« Ni še bil premagal svoje osuplosti, ko ga je družba opazila in kakor na nevidno znamenje utihnila. »Tolminski vikar,« je zaklical naddijakonov tajnik in mu stopil naproti. Vajen je bil glasnikovega po	wikivir.cleaned.xml	4200	Plebanus Joannes	Ivan Pregelj	21	romani			1920		0.8828059064261795
6	top_centroid	0.8811790982875867	centroid_cosine	wikivir-000605::window::101	wikivir-000605	window	Slovenske večernice	Ivan Zorec	zgodovinski romani	20		tudi pred generalovim stanovanjem je bila straža pomnožena, da ne bi kdo stražnih hišic odnesel. Tone Krivanoga se je bil še pravočasno otel na Reber, kjer ga je že čakal Glavanov Janez. „Fant, to je	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	tudi pred generalovim stanovanjem je bila straža pomnožena, da ne bi kdo stražnih hišic odnesel. Tone Krivanoga se je bil še pravočasno otel na Reber, kjer ga je že čakal Glavanov Janez. „Fant, to je 	wikivir.cleaned.xml	605				window	wikivir-000605	wikivir-000605.s001267|wikivir-000605.s001268|wikivir-000605.s001269|wikivir-000605.s001270|wikivir-000605.s001271|wikivir-000605.s001272|wikivir-000605.s001273|wikivir-000605.s001274|wikivir-000605.s001275|wikivir-000605.s001276|wikivir-000605.s001277|wikivir-000605.s001278|wikivir-000605.s001279|wikivir-000605.s001280|wikivir-000605.s001281|wikivir-000605.s001282|wikivir-000605.s001283|wikivir-000605.s001284|wikivir-000605.s001285|wikivir-000605.s001286	28	383	300	144	tudi pred generalovim stanovanjem je bila straža pomnožena, da ne bi kdo stražnih hišic odnesel. Tone Krivanoga se je bil še pravočasno otel na Reber, kjer ga je že čakal Glavanov Janez. „Fant, to je pa čudna sapa, ki sedaj brije!“ je dejal Tone, ko sta čakala pred hišo. „Lepo je pa le bilo! Kaj, al	wikivir.cleaned.xml	605	Slovenske večernice	Ivan Zorec	20	zgodovinski romani					0.8811790982875867
6	top_centroid	0.8805261379511989	centroid_cosine	wikivir-004200::window::90	wikivir-004200	window	Plebanus Joannes	Ivan Pregelj	romani	21	1920	mislil; udaril si mi v srce.« Hipoma pa je obvladal svojo nemirnost, se nasmehnil prisiljeno in odvrnil: »Oprostite, gospod glavar. Kadar boste še pri maši, bom skrbel, da bom kratek.« Nato se je hlad	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	mislil; udaril si mi v srce.« Hipoma pa je obvladal svojo nemirnost, se nasmehnil prisiljeno in odvrnil: »Oprostite, gospod glavar. Kadar boste še pri maši, bom skrbel, da bom kratek.« Nato se je hlad	wikivir.cleaned.xml	4200				window	wikivir-004200	wikivir-004200.s002442|wikivir-004200.s002443|wikivir-004200.s002444|wikivir-004200.s002445|wikivir-004200.s002446|wikivir-004200.s002447|wikivir-004200.s002448|wikivir-004200.s002449|wikivir-004200.s002450|wikivir-004200.s002451|wikivir-004200.s002452|wikivir-004200.s002453|wikivir-004200.s002454|wikivir-004200.s002455|wikivir-004200.s002456|wikivir-004200.s002457|wikivir-004200.s002458|wikivir-004200.s002459|wikivir-004200.s002460|wikivir-004200.s002461	61	380	300	144	mislil; udaril si mi v srce.« Hipoma pa je obvladal svojo nemirnost, se nasmehnil prisiljeno in odvrnil: »Oprostite, gospod glavar. Kadar boste še pri maši, bom skrbel, da bom kratek.« Nato se je hladno poklonil in šel. »Ali ste videli?« je vprašal glavar tajnika ljut in užaljen do skrajnosti, »hudi	wikivir.cleaned.xml	4200	Plebanus Joannes	Ivan Pregelj	21	romani			1920		0.8805261379511989
6	top_centroid	0.8794205243011368	centroid_cosine	wikivir-016878::window::1968	wikivir-016878	window	Beračeve skrivnosti, 1. del	Karl May	romani	20	1901	ukažem ustreliti!“ Dvignil je svojo levico in stopnik k podčastniku, a bakeri so ga takoj prijeli. „Predlagam, da zvežimo oba obtoženca, če takoj ne mirujeta,“ je dejal Strnad. „Predlog je sprejet!“ j	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	ukažem ustreliti!“ Dvignil je svojo levico in stopnik k podčastniku, a bakeri so ga takoj prijeli. „Predlagam, da zvežimo oba obtoženca, če takoj ne mirujeta,“ je dejal Strnad. „Predlog je sprejet!“ j	wikivir.cleaned.xml	16878				window	wikivir-016878	wikivir-016878.s033807|wikivir-016878.s033808|wikivir-016878.s033809|wikivir-016878.s033810|wikivir-016878.s033811|wikivir-016878.s033812|wikivir-016878.s033813|wikivir-016878.s033814|wikivir-016878.s033815|wikivir-016878.s033816|wikivir-016878.s033817|wikivir-016878.s033818|wikivir-016878.s033819|wikivir-016878.s033820|wikivir-016878.s033821|wikivir-016878.s033822|wikivir-016878.s033823|wikivir-016878.s033824|wikivir-016878.s033825|wikivir-016878.s033826	33	412	300	162	ukažem ustreliti!“ Dvignil je svojo levico in stopnik k podčastniku, a bakeri so ga takoj prijeli. „Predlagam, da zvežimo oba obtoženca, če takoj ne mirujeta,“ je dejal Strnad. „Predlog je sprejet!“ je odgovoril poročnik. „Pookusite se me dotakniti!“ je zaklical kapitan. „Na mestu ukažem celo hacije	wikivir.cleaned.xml	16878	Beračeve skrivnosti, 1. del	Karl May	20	romani			1901		0.8794205243011368
6	top_centroid	0.8783484688815828	centroid_cosine	wikivir-017380::window::155	wikivir-017380	window	Očim	Jože Urbanija	povesti	20	1940	sta po mračnem hodniku navzdol proti jetniški pisarni. Uradnik za veliko podolgovato mizo ga je sprejel precej prijazno. V naglici je prečital listič in premeril prišleca od nog do glave. »Vi ste teda	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	sta po mračnem hodniku navzdol proti jetniški pisarni. Uradnik za veliko podolgovato mizo ga je sprejel precej prijazno. V naglici je prečital listič in premeril prišleca od nog do glave. »Vi ste teda	wikivir.cleaned.xml	17380				window	wikivir-017380	wikivir-017380.s002458|wikivir-017380.s002459|wikivir-017380.s002460|wikivir-017380.s002461|wikivir-017380.s002462|wikivir-017380.s002463|wikivir-017380.s002464|wikivir-017380.s002465|wikivir-017380.s002466|wikivir-017380.s002467|wikivir-017380.s002468|wikivir-017380.s002469|wikivir-017380.s002470|wikivir-017380.s002471|wikivir-017380.s002472|wikivir-017380.s002473|wikivir-017380.s002474|wikivir-017380.s002475|wikivir-017380.s002476|wikivir-017380.s002477	33	381	300	154	sta po mračnem hodniku navzdol proti jetniški pisarni. Uradnik za veliko podolgovato mizo ga je sprejel precej prijazno. V naglici je prečital listič in premeril prišleca od nog do glave. »Vi ste tedaj Breznik iz Orešja? Ali poznate nekega Brajdeža Leopolda, našega jetnika?« »Poznam,« je prikimal in	wikivir.cleaned.xml	17380	Očim	Jože Urbanija	20	povesti			1940		0.8783484688815828
6	top_centroid	0.8782759776608711	centroid_cosine	wikivir-012556::window::4	wikivir-012556	window	Železnični čuvaj	G. P. Danilevskij	kratka proza	19		ko b ' jaz no izrejal. Ti nič nisi vredna. Škoda, da sem to vzel.... Tako je Slo naprej, kakor večkrat gre po bišah pri prepirih, in konec je bil, da je paznik začel ženo poditi od hiše. Kmilijan se j	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	ko b ' jaz no izrejal. Ti nič nisi vredna. Škoda, da sem to vzel.... Tako je Slo naprej, kakor večkrat gre po bišah pri prepirih, in konec je bil, da je paznik začel ženo poditi od hiše. Kmilijan se j	wikivir.cleaned.xml	12556				window	wikivir-012556	wikivir-012556.s000071|wikivir-012556.s000072|wikivir-012556.s000073|wikivir-012556.s000074|wikivir-012556.s000075|wikivir-012556.s000076|wikivir-012556.s000077|wikivir-012556.s000078|wikivir-012556.s000079|wikivir-012556.s000080|wikivir-012556.s000081|wikivir-012556.s000082|wikivir-012556.s000083|wikivir-012556.s000084|wikivir-012556.s000085|wikivir-012556.s000086|wikivir-012556.s000087|wikivir-012556.s000088|wikivir-012556.s000089|wikivir-012556.s000090	54	401	300	159	ko b ' jaz no izrejal. Ti nič nisi vredna. Škoda, da sem to vzel.... Tako je Slo naprej, kakor večkrat gre po bišah pri prepirih, in konec je bil, da je paznik začel ženo poditi od hiše. Kmilijan se je razsrdil. V očeh se mu je zaiskrilo. •Torej ne bos molčala!« zavpil je razkačeno: »ti se povzdiguj	wikivir.cleaned.xml	12556	Železnični čuvaj	G. P. Danilevskij	19	kratka proza					0.8782759776608711
6	top_centroid	0.8777240336234122	centroid_cosine	wikivir-001452::window::182	wikivir-001452	window	Rokovnjači	Josip Jurčič	zgodovinski romani	19		bolje,« reče ta, »stari ostanki, veste, ti me še tarejo! Ko bi teh ne bilo, gospod Brnjač, ko bi le teh ne bilo! Pa vam se mora dobro goditi, vi ste jo pa zadeli, to vam pravim! I, kaj pa ste vendar z	False		sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2	bolje,« reče ta, »stari ostanki, veste, ti me še tarejo! Ko bi teh ne bilo, gospod Brnjač, ko bi le teh ne bilo! Pa vam se mora dobro goditi, vi ste jo pa zadeli, to vam pravim! I, kaj pa ste vendar z	wikivir.cleaned.xml	1452				window	wikivir-001452	wikivir-001452.s003658|wikivir-001452.s003659|wikivir-001452.s003660|wikivir-001452.s003661|wikivir-001452.s003662|wikivir-001452.s003663|wikivir-001452.s003664|wikivir-001452.s003665|wikivir-001452.s003666|wikivir-001452.s003667|wikivir-001452.s003668|wikivir-001452.s003669|wikivir-001452.s003670|wikivir-001452.s003671|wikivir-001452.s003672|wikivir-001452.s003673|wikivir-001452.s003674|wikivir-001452.s003675|wikivir-001452.s003676|wikivir-001452.s003677	41	388	300	148	bolje,« reče ta, »stari ostanki, veste, ti me še tarejo! Ko bi teh ne bilo, gospod Brnjač, ko bi le teh ne bilo! Pa vam se mora dobro goditi, vi ste jo pa zadeli, to vam pravim! I, kaj pa ste vendar zdaj?« vpraša radovedno. »Jaz sem tajnik maršala Marmonta,« odgovori ta samosvestno in se obrne proti	wikivir.cleaned.xml	1452	Rokovnjači	Josip Jurčič	19	zgodovinski romani					0.8777240336234122
